"fips","county_name","HCVPercentPerHouseHold","PercentMultiFamAssistPerHouseold","PercentLIHTCperHousehold","Percent_515Properties"
19157,"Poweshiek County",1.81899842802605,1.02178306759488,1.88636874017516,2.49270154951718
19159,"Ringgold County",1.38473053892216,0.29940119760479,NA,NA
19161,"Sac County",0.898788589292692,0.31262211801485,0.488472059398202,0.31262211801485
19163,"Scott County",1.27811137827725,1.3694050481542,2.60508415733371,0.0552905324606859
19165,"Shelby County",1.56797638812027,1.18059398634938,0.498063087991146,0.664084117321527
19167,"Sioux County",0.107692307692308,0.984615384615385,1.06153846153846,0.0923076923076923
19169,"Story County",0.628611493919393,0.797853049974614,1.32975508329102,0.191001184690892
19171,"Tama County",0,NA,0.633663366336634,1.58415841584158
19173,"Taylor County",0.901213171577123,NA,0.554592720970537,1.10918544194107
19175,"Union County",1.60788381742739,1.15836791147994,2.85269709543568,2.83540802213001
19177,"Van Buren County",0,NA,NA,3.82857142857143
19179,"Wapello County",0.953349434346002,0.572009660607601,0.711834244311682,0.343205796364561
19181,"Warren County",0.704799347940739,1.01165076473127,2.18152179124515,0.843841396173946
19183,"Washington County",0.710331139663637,0.501410216233156,0.856575786064974,1.36843204846965
19185,"Wayne County",0,NA,NA,2.90909090909091
19187,"Webster County",3.68424160122808,1.47605833382535,1.61775993387259,0.318828600106276
19189,"Winnebago County",0.590900137876699,0.965136891865275,1.26058696080362,1.1818002757534
19191,"Winneshiek County",0.605652759084791,0.381336922386721,0.246747420367878,0.257963212202782
19193,"Woodbury County",2.6744104353528,2.28566075735931,2.22945598463736,0.154563124985363
19195,"Worth County",0,NA,0.804597701149425,1.26436781609195
19197,"Wright County",1.05431309904153,0.191693290734824,0.766773162939297,1.08626198083067
